Unique ID,Abbreviation,Parent Agency,Bureau,Date,Fedscope ID,Capacity Score,Capacity Score SD,Capacity Upperbound,Capacity Lowerbound
AG07-199909,RHS,Department of Agriculture,Rural Housing Service,1999,AG07,-0.960624745,0.733606149,-2.390007859,0.476015346
AG08-199909,RMA,Department of Agriculture,Risk Management Agency,1999,AG08,-1.177568354,0.726095944,-2.616614438,0.244993006
AG10-199909,FAS,Department of Agriculture,Foreign Agricultural Service,1999,AG10,0.210195027,0.72902106,-1.215762717,1.628394424
AG11-199909,USFS,Department of Agriculture,Forest Service,1999,AG11,-0.894658123,0.729150826,-2.306104118,0.541304446
AG14-199909,AGGC,Department of Agriculture,Office of the General Counsel,1999,AG14,0.703988877,0.724030408,-0.711090943,2.128662961
AG15-199909,RUS,Department of Agriculture,Rural Utilities Service,1999,AG15,0.082914296,0.732923467,-1.34338302,1.521976872
AG16-199909,NRCS,Department of Agriculture,Natural Resources Conservation Service,1999,AG16,-0.254432782,0.722387678,-1.682235439,1.156767233
AG18-199909,ERS,Department of Agriculture,Economic Research Service,1999,AG18,0.576739643,0.730384265,-0.876972407,2.005192145
AG20-199909,NASS,Department of Agriculture,National Agricultural Statistics Service,1999,AG20,0.078185289,0.736276012,-1.367124314,1.516596587
AG22-199909,NIFA,Department of Agriculture,National Institute of Food and Agriculture,1999,AG22,0.622148891,0.72668091,-0.810800904,2.052909578
AG30-199909,FNS,Department of Agriculture,Food and Nutrition Service,1999,AG30,-0.500484542,0.736834135,-1.963113636,0.937415306
AG32-199909,RBCS,Department of Agriculture,Rural Business-Cooperative Service,1999,AG32,-0.000445089,0.730354675,-1.40830741,1.425955235
AG34-199909,APHIS,Department of Agriculture,Animal and Plant Health Inspection Service,1999,AG34,-0.662869389,0.719873342,-2.076775861,0.736500065
AG36-199909,GIPSA,Department of Agriculture,"Grain Inspection, Packers, and Stockyards Administration",1999,AG36,-0.590674445,0.728036818,-2.003496582,0.814329233
AG37-199909,FSIS,Department of Agriculture,Food Safety and Inspection Service,1999,AG37,-2.028806232,0.728406581,-3.42776118,-0.606040333
AG90-199909,AGCFO,Department of Agriculture,Office of Chief Financial Officer,1999,AG90,-0.938295092,0.726864491,-2.361622858,0.499841084
AGFA-199909,FSA,Department of Agriculture,Farm Service Agency,1999,AGFA,-1.146775407,0.728510354,-2.578661128,0.272998408
AH01-199909,NEA,National Foundation on the Arts and the Humanities,National Endowment for the Arts,1999,AH01,-0.519556737,0.738885992,-1.956206581,0.935464912
AH02-199909,NEH,National Foundation on the Arts and the Humanities,National Endowment for the Humanities,1999,AH02,-0.434068852,0.733941823,-1.869300236,1.003710698
AH03-199909,IMLS,National Foundation on the Arts and the Humanities,Institute of Museum and Library Services,1999,AH03,-0.383002604,0.729082272,-1.826312759,1.06432104
AI00-199909,USIP,United States Institute of Peace,,1999,AI00,-0.239917993,0.724727536,-1.633067243,1.166162377
AM00-199909,USAID,Department of State,United States Agency for International Development,1999,AM00,0.129914577,0.727057527,-1.286444544,1.579754502
AMPC-199909,OPIC,International Development Finance Corporation,Overseas Private Investment Corporation,1999,AMPC,-0.102586408,0.730778529,-1.524570857,1.327724834
AN00-199909,USADF,United States African Development Foundation,,1999,AN00,0.669271423,0.719220735,-0.728883674,2.102339153
AR-DEP-199909,ARMY,Department of Defense,Army,1999,AR-DEP,-0.692501841,0.728630125,-2.128360515,0.736144353
ARCE-199909,ARCE,Department of Defense,Army Corps of Engineers,1999,ARCE,-0.146840461,0.724877125,-1.565129225,1.263790675
AU00-199909,FLRA,Federal Labor Relations Authority,,1999,AU00,0.361452505,0.725372674,-1.079046698,1.76630379
BD00-199909,MSPB,Merit Systems Protection Board,,1999,BD00,0.781553458,0.731857735,-0.641951011,2.229579294
BF00-199909,DNFSB,Defense Nuclear Facilities Safety Board,,1999,BF00,0.860219434,0.73210361,-0.579126227,2.287344944
BG00-199909,PBGC,Department of Labor,Pension Benefit Guaranty Corporation,1999,BG00,-0.014538367,0.72612329,-1.42998953,1.410103585
BO00-199909,OMB,Executive Office of the President,Office of Management and Budget,1999,BO00,0.28796603,0.738443965,-1.161160239,1.735840148
CC00-199909,CCR,Commission on Civil Rights,,1999,CC00,0.309657788,0.727888817,-1.112072296,1.736446126
CE00-199909,CEA,Executive Office of the President,Council of Economic Advisors,1999,CE00,0.120332566,0.725677437,-1.281860133,1.544857391
CM-DEP-199909,DOC,Department of Commerce,,1999,CM-DEP,-0.193536862,0.724469603,-1.602529747,1.236013633
CM51-199909,DOCSEC,Department of Commerce,Office of the Secretary,1999,CM51,-0.141751797,0.73100599,-1.562917512,1.298957405
CM52-199909,EDA,Department of Commerce,Economic Development Administration,1999,CM52,0.048466801,0.726466667,-1.379544512,1.474605724
CM53-199909,BEA,Department of Commerce,Bureau of Economic Analysis,1999,CM53,0.33500664,0.725205613,-1.089494145,1.770330232
CM54-199909,NOAA,Department of Commerce,National Oceanic and Atmospheric Administration,1999,CM54,0.145479211,0.732317158,-1.296656018,1.585502768
CM55-199909,ITA,Department of Commerce,International Trade Administration,1999,CM55,0.041818375,0.720349323,-1.369822222,1.453087107
CM56-199909,USPTO,Department of Commerce,United States Patent and Trademark Office,1999,CM56,-0.677997078,0.733493643,-2.098865807,0.771075125
CM57-199909,NIST,Department of Commerce,National Institute of Standards and Technology,1999,CM57,0.658763906,0.721885749,-0.752656471,2.072997945
CM59-199909,MBDA,Department of Commerce,Minority Business Development Agency,1999,CM59,-1.006328923,0.736512392,-2.448361639,0.438557389
CM61-199909,NTIA,Department of Commerce,National Telecommunications and Information Administration ,1999,CM61,0.205657976,0.728418873,-1.219109254,1.628396721
CM62-199909,NTIS,Department of Commerce,National Technical Information Service,1999,CM62,-1.564704844,0.727633181,-2.990417159,-0.132079432
CM63-199909,CEN,Department of Commerce,U.S. Census Bureau,1999,CM63,-0.828124346,0.722847475,-2.239820232,0.573785184
CM65-199909,ESA,Department of Commerce,Economic and Statistics Administration,1999,CM65,0.370288482,0.738429201,-1.062245001,1.831764799
CM67-199909,BIS,Department of Commerce,Bureau of Industry and Security,1999,CM67,-0.128284851,0.728413017,-1.57172957,1.293840177
CT00-199909,CFTC,Commodity Futures Trading Commission,,1999,CT00,0.40410781,0.732507717,-1.019818829,1.824396107
CU00-199909,NCUA,National Credit Union Administration,,1999,CU00,0.666158202,0.733242402,-0.763254156,2.090333726
DD-DEP-199909,DOD,Department of Defense,,1999,DD-DEP,-0.870081912,0.728508717,-2.299261962,0.555540625
DD01-199909,DODSEC,Department of Defense,Office of the Secretary,1999,DD01,0.852143752,0.721945035,-0.562055503,2.263833737
DD04-199909,DISA,Department of Defense,Defense Information Systems Agency,1999,DD04,-0.654638137,0.727219284,-2.065760169,0.766434789
DD06-199909,DSCA,Department of Defense,Defense Security Cooperation Agency,1999,DD06,0.002743001,0.720986232,-1.388448153,1.404017268
DD07-199909,DLA,Department of Defense,Defense Logistics Agency,1999,DD07,-1.14664575,0.729164212,-2.563485936,0.291113548
DD10-199909,DCAA,Department of Defense,Defense Contract Audit Agency,1999,DD10,0.644339218,0.724451217,-0.805041702,2.08127179
DD12-199909,DSS,Department of Defense,Defense Counterintelligence and Security Agency,1999,DD12,-1.008949502,0.731402657,-2.444340015,0.408181842
DD13-199909,DARPA,Department of Defense,Defense Advanced Research Projects Agency,1999,DD13,0.513228919,0.7343513,-0.923201076,1.95289229
DD16-199909,DODEA,Department of Defense,DOD Education Activity,1999,DD16,-1.118847758,0.728990924,-2.538295772,0.292427357
DD21-199909,WHS,Department of Defense,Washington Headquarters Services,1999,DD21,-0.886496259,0.731751797,-2.320688052,0.553560219
DD25-199909,DLSA,Department of Defense,Defense Legal Services Agency,1999,DD25,0.580185762,0.72762893,-0.8311876,1.99314415
DD27-199909,MDA,Department of Defense,Missile Defense Agency,1999,DD27,0.462484596,0.738585438,-0.979379993,1.897176977
DD34-199909,DCA,Department of Defense,Defense Commissary Agency,1999,DD34,-1.263958071,0.723775508,-2.679248682,0.15049077
DD35-199909,DFAS,Department of Defense,Defense Finance and Accounting Service,1999,DD35,-0.978650515,0.726350497,-2.404679425,0.449541883
DD58-199909,DPOW,Department of Defense,Defense POW/MIA Accounting Agency,1999,DD58,0.259160138,0.728991813,-1.177669111,1.681606005
DD60-199909,DHA,Department of Defense,Defense Health Agency,1999,DD60,-0.03886252,0.739531063,-1.490873686,1.414848246
DD61-199909,DTRA,Department of Defense,Defense Threat Reduction Agency,1999,DD61,-0.204733599,0.727743882,-1.617733865,1.213123807
DJ-DEP-199909,DOJ,Department of Justice,,1999,DJ-DEP,-0.617584966,0.723888466,-2.026368975,0.811280219
DJ02-199909,FBI,Department of Justice,Federal Bureau of Investigation,1999,DJ02,-1.62054265,0.724099926,-3.053267448,-0.206982969
DJ03-199909,BOP,Department of Justice,Bureau of Prisons/Federal Prison System,1999,DJ03,-0.939938069,0.727624896,-2.381571176,0.48889125
DJ04-199909,INS,Department of Justice,Immigration and Naturalization Service,1999,DJ04,-1.088508279,0.719026052,-2.501470454,0.319905867
DJ06-199909,DEA,Department of Justice,Drug Enforcement Administration,1999,DJ06,-0.855961046,0.731847439,-2.281310174,0.571956216
DJ07-199909,OJP,Department of Justice,Office of Justice Programs,1999,DJ07,0.000103651,0.737433812,-1.456339014,1.45033448
DJ08-199909,USMS,Department of Justice,United States Marshals Service,1999,DJ08,-1.313218457,0.732142373,-2.745880471,0.121044947
DJ09-199909,EOUSA,Department of Justice,Executive Office for United States Attorneys,1999,DJ09,0.609848469,0.722048103,-0.815199674,2.020749666
DJ11-199909,EOUST,Department of Justice,Executive Office for United States Trustees,1999,DJ11,-0.554814551,0.728343835,-1.97644759,0.871995336
DJ12-199909,EOIR,Department of Justice,Executive Office for Immigration Review,1999,DJ12,0.650409915,0.72814199,-0.764792621,2.066981033
DJ14-199909,JCRS,Department of Justice,Community Relations Service,1999,DJ14,-0.864897207,0.728200545,-2.281506048,0.561799443
DL-DEP-199909,DOL,Department of Labor,,1999,DL-DEP,-0.415350432,0.725728117,-1.83354555,1.008042745
DLAA-199909,DOLSEC,Department of Labor,Office of the Secretary,1999,DLAA,-0.068695285,0.734709922,-1.520272975,1.370433636
DLAM-199909,DOLMANG,Department of Labor,Office of the Assistant Secretary for Administration and Management,1999,DLAM,-0.629648984,0.738989867,-2.079310289,0.811223135
DLBL-199909,BILA,Department of Labor,Bureau of International Labor Affairs,1999,DLBL,0.653927744,0.720538436,-0.747413956,2.058853692
DLES-199909,DLES,Department of Labor,Employment Standards Administration,1999,DLES,-0.433310259,0.728978273,-1.887472542,0.987575606
DLET-199909,ETA,Department of Labor,Employment and Training Administration,1999,DLET,-0.111118522,0.738433552,-1.558872409,1.316732125
DLLS-199909,BLS,Department of Labor,Bureau of Labor Statistics,1999,DLLS,-0.017797999,0.724587015,-1.448547531,1.400215045
DLMS-199909,MSHA,Department of Labor,Mine Safety and Health Administration,1999,DLMS,-1.062893246,0.733194195,-2.496892724,0.385963725
DLPW-199909,EBSA,Department of Labor,Employee Benefits Security Administration,1999,DLPW,-0.036286721,0.728144676,-1.461247581,1.397662586
DLSH-199909,OSHA,Department of Labor,Occupational Safety and Health Administration,1999,DLSH,-0.046422631,0.737015364,-1.498006659,1.416901371
DLVE-199909,VETS,Department of Labor,Veterans' Employment and Training Service,1999,DLVE,-1.248095181,0.734506887,-2.676266188,0.196114967
DLWB-199909,WB,Department of Labor,Women's Bureau,1999,DLWB,-0.008751433,0.736307656,-1.445806126,1.412766068
DN00-199909,DOE,Department of Energy,,1999,DN00,0.334884908,0.736525153,-1.097844298,1.790941533
EB00-199909,EXIM,Export-Import Bank of the United States,,1999,EB00,0.283005334,0.723972264,-1.146749335,1.725374468
ED-DEP-199909,DOED,Department of Education,,1999,ED-DEP,0.018161223,0.732154726,-1.416915973,1.464190201
EDEB-199909,EDSEC,Department of Education,Office of the Secretary,1999,EDEB,-0.131556272,0.721821362,-1.55166359,1.288662543
EDEC-199909,EDCIV,Department of Education,Office of Civil Rights,1999,EDEC,0.250221235,0.731656431,-1.181282828,1.677014661
EDEE-199909,EDUSEC,Department of Education,Office of the Under Secretary,1999,EDEE,0.473558524,0.728022742,-0.954705956,1.901888451
EDEH-199909,PSER,Department of Education,Office of Special Education and Rehabilitative Services,1999,EDEH,0.146546873,0.740328884,-1.314651232,1.604158519
EDEK-199909,EDIG,Department of Education,Office of Intergovernmental and Interagency Affairs,1999,EDEK,-0.663821235,0.727205053,-2.081476576,0.762686594
EDEL-199909,EDCFO,Department of Education,Office of the Chief Financial Officer,1999,EDEL,0.00105672,0.729851797,-1.429629881,1.452653599
EDEM-199909,EDMANG,Department of Education,Office of Management,1999,EDEM,-0.499116267,0.72579331,-1.912705459,0.943992193
EDEN-199909,OFSA,Department of Education,Federal Student Aid,1999,EDEN,-0.480287718,0.733681291,-1.941721363,0.956580691
EDEP-199909,OPE,Department of Education,Office of Postsecondary Education,1999,EDEP,-0.161256121,0.72620983,-1.563218537,1.269412986
EDER-199909,EDER,Department of Education,Institute of Education Sciences,1999,EDER,0.621928659,0.727241117,-0.789594155,2.056583399
EDES-199909,OESA,Department of Education,Office of Elementary and Secondary Education,1999,EDES,0.217283383,0.722611905,-1.211420459,1.636612039
EDET-199909,OELA,Department of Education,Office of English Language Acquisition,1999,EDET,0.04669559,0.737423154,-1.400750513,1.482355795
EDEV-199909,EDEV,Department of Education,"Office of Career, Technical, and Adult Education",1999,EDEV,0.129529067,0.732593726,-1.311705211,1.560450807
EE00-199909,EEOC,Equal Employment Opportunity Commission,,1999,EE00,-0.397126576,0.715979316,-1.799349879,1.007094014
EM00-199909,PREFEMA,Federal Emergency Management Agency,,1999,EM00,-1.076266179,0.729286509,-2.510604801,0.349914555
EP00-199909,EPA,Environmental Protection Agency,,1999,EP00,0.41813911,0.730965599,-1.019000175,1.853517201
EW00-199909,TDA,Trade and Development Agency,,1999,EW00,0.376474712,0.730166295,-1.045329094,1.795920762
FC00-199909,FCC,Federal Communications Commission,,1999,FC00,0.436587759,0.735179505,-1.019429623,1.882444218
FD00-199909,FDIC,Federal Deposit Insurance Corporation,,1999,FD00,-0.01941354,0.729108081,-1.457030099,1.413571504
FJ00-199909,CSHIB,Chemical Safety and Hazard Investigation Board,,1999,FJ00,-0.685918936,0.720555177,-2.087249683,0.731177579
FL00-199909,FCA,Farm Credit Administration,,1999,FL00,0.035104493,0.730478617,-1.400028965,1.480379647
FM00-199909,FMCS,Federal Mediation and Conciliation Service,,1999,FM00,-1.02667147,0.739262995,-2.47535331,0.425097688
FT00-199909,FTC,Federal Trade Commission,,1999,FT00,0.772624036,0.722109149,-0.650899081,2.185995492
FW00-199909,OSC,Office of Special Counsel,,1999,FW00,0.319366576,0.731640683,-1.096521752,1.744835052
FY00-199909,FHFB,Federal Housing Finance Board,,1999,FY00,0.698620591,0.731130759,-0.707682681,2.137640724
GG00-199909,OGE,Office of Government Ethics,,1999,GG00,0.206905769,0.719851251,-1.191014888,1.605477438
GJ00-199909,Presidio,Presidio Trust,,1999,GJ00,-1.216531823,0.726913529,-2.648288762,0.187361969
GS-DEP-199909,GSA,General Services Administration,,1999,GS-DEP,-1.031969441,0.726904707,-2.473717105,0.386950794
HE-DEP-199909,HHS,Department of Health and Human Services,,1999,HE-DEP,0.017755792,0.736906792,-1.447059934,1.438764002
HE31-199909,ASH,Department of Health and Human Services,Office of the Assistant Secretary for Health,1999,HE31,-0.004696849,0.729823177,-1.426923574,1.431742724
HE32-199909,SAMHSA,Department of Health and Human Services,Substance Abuse and Mental Health Services Administration,1999,HE32,0.495563711,0.736661249,-0.94612622,1.954260372
HE33-199909,AHRQ,Department of Health and Human Services,Agency for Healthcare Research and Quality,1999,HE33,0.433537379,0.720509707,-0.990582284,1.84756779
